City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Zhenlai,48,CN,1633024029,63,45.8495,123.2973,42.51,7.74
Nizhniy Chir,43,RU,1633024030,50,48.3597,43.0865,48.87,9.19
Pacific Grove,1,US,1633023985,46,36.6177,-121.9166,82.42,1.99
South Lake Tahoe,1,US,1633024031,27,38.9332,-119.9844,65.79,0.0
Arrondissement de Troyes,0,FR,1633024031,62,48.3333,4.0833,58.05,1.99
Kandrian,97,PG,1633024031,92,-6.2167,149.55,76.62,2.42
Saint-François,0,FR,1633024032,71,46.4154,3.9054,54.84,2.3
Ormond Beach,40,US,1633023947,55,29.2858,-81.0559,90.12,4.61
Isla Vista,1,US,1633024032,37,34.4133,-119.861,93.13,3.44
Puerto Madryn,6,AR,1633024033,22,-42.7692,-65.0385,66.74,24.27
Petropavlovsk-Kamchatskiy,75,RU,1633023809,87,53.0452,158.6483,45.19,6.71
Korla,0,CN,1633024033,20,41.7597,86.1469,68.18,4.7
Fortuna,1,US,1633024034,77,40.5982,-124.1573,62.98,8.05
Veshenskaya,10,RU,1633024034,58,49.6303,41.7334,46.94,6.02
Lhokseumawe,83,ID,1633024034,89,5.1801,97.1507,77.63,4.56
Mongar,76,BT,1633024035,95,27.2747,91.2396,61.09,4.05
Bukachacha,17,RU,1633024035,77,52.9833,116.9167,28.99,2.21
Yelan',99,RU,1633024036,54,50.949,43.7378,49.03,4.16
Udachny,53,RU,1633024036,61,66.4167,112.4,30.72,4.47
Khagaria,94,IN,1633024037,85,25.5,86.4833,77.45,5.59
Maniitsoq,21,GL,1633024037,53,65.4167,-52.9,35.33,3.0
Ubari,0,LY,1633024037,27,26.5921,12.7805,82.67,7.85
Taltal,14,CL,1633023886,65,-25.4,-70.4833,65.3,8.72
Kavieng,97,PG,1633024038,81,-2.5744,150.7967,82.04,13.78
Flinders,100,AU,1633023843,87,-34.5833,150.8552,61.38,1.01
Nasīrābād,74,IN,1633024038,72,26.3,74.7333,81.59,1.39
Guerrero Negro,0,MX,1633024039,57,27.9769,-114.0611,72.48,9.24
Motril,52,ES,1633024039,80,36.7507,-3.5179,88.3,1.74
Itoman,20,JP,1633024040,86,26.1247,127.6694,82.78,17.27
Noumea,47,NC,1633023820,99,-22.2763,166.4572,73.99,8.86
Port Macquarie,97,AU,1633023839,79,-31.4333,152.9167,58.96,8.93
Ust-Tsilma,99,RU,1633024040,85,65.441,52.1498,39.11,2.77
Bandarbeyla,69,SO,1633024041,75,9.4942,50.8122,80.08,12.26
Basoko,94,CD,1633024041,87,1.2391,23.616,72.01,4.29
Dingle,50,PH,1633023856,91,10.9995,122.6711,76.28,2.46
San Andrés,40,CO,1633023936,70,12.5847,-81.7006,87.82,9.22
Kushima,5,JP,1633024042,85,31.4583,131.2333,72.01,3.67
Chapaevsk,100,RU,1633024042,66,52.9813,49.7112,47.41,4.79
Marawi,91,PH,1633024043,92,7.9986,124.2928,66.65,2.57
Chicama,80,PE,1633024044,59,-7.8447,-79.1469,64.94,10.98
Iwaki,100,JP,1633023775,96,37.05,140.8833,73.24,1.81
Mount Isa,21,AU,1633024044,31,-20.7333,139.5,76.77,8.05
Concepción,20,CL,1633024045,51,-36.827,-73.0498,58.8,9.22
Basavakalyan,98,IN,1633024045,67,17.8667,76.95,78.04,2.15
Weihe,97,CN,1633024045,92,32.9952,105.3247,64.96,0.92
Šaľa,76,SK,1633024046,52,48.1513,17.8806,59.02,5.79
Kibala,20,TD,1633024046,62,9.1104,18.3463,89.55,0.0
Liverpool,75,GB,1633023501,90,53.4106,-2.9779,59.61,1.99
Black River,3,JM,1633024047,62,18.0264,-77.8487,87.98,7.38
Tuatapere,88,NZ,1633023747,88,-46.1333,167.6833,47.82,4.27
Marzuq,89,YE,1633024047,49,14.4,46.4667,78.4,5.95
Maple Creek,53,CA,1633024048,27,49.9168,-109.4848,66.69,21.85
Sal Rei,20,CV,1633024048,70,16.1833,-22.9167,84.4,20.71
Biloela,100,AU,1633024049,85,-24.4167,150.5,64.15,7.0
Buin,0,CL,1633024049,21,-33.7333,-70.75,71.06,8.84
Kisangani,89,CD,1633024049,95,0.5167,25.2,73.2,0.6
Constitución,13,CL,1633024050,56,-35.3333,-72.4167,57.63,13.04
Solnechnyy,36,RU,1633024050,66,50.7214,136.6319,41.36,2.98
Marau,52,BR,1633024050,61,-28.4492,-52.2,79.03,8.79
Port Blair,100,IN,1633024051,83,11.6667,92.75,81.43,7.99
Olavarría,100,AR,1633024051,94,-36.8927,-60.3225,57.02,5.39
Phonhong,9,LA,1633024052,93,18.5007,102.4166,76.3,2.37
Tomatlán,39,MX,1633024052,58,19.9333,-105.25,88.61,4.0
Sterling,20,US,1633024053,52,39.0062,-77.4286,74.98,1.01
Lazarev,81,RU,1633024053,62,52.225,141.5131,51.39,12.44
Djibo,92,BF,1633024053,36,14.1022,-1.6306,93.15,10.02
Oodweyne,96,SO,1633024054,43,9.4092,45.064,81.0,15.48
Batemans Bay,95,AU,1633024054,92,-35.7167,150.1833,57.2,3.42
Berlevåg,57,NO,1633024054,83,70.8578,29.0864,46.4,12.08
Guangshui,0,CN,1633024055,79,31.6199,113.9978,68.23,2.91
Pangkalanbuun,64,ID,1633024055,98,-2.6833,111.6167,75.09,1.36
Lubango,48,AO,1633024056,40,-14.9172,13.4925,66.94,5.93
Vestmannaeyjar,40,IS,1633024056,65,63.4427,-20.2734,45.59,26.46
Alegrete,81,BR,1633024056,69,-29.7831,-55.7919,81.14,6.96
St Johann im Pongau,94,AT,1633024057,89,47.35,13.2,56.32,2.57
Dicabisagan,98,PH,1633024057,89,17.0818,122.4157,78.19,3.56
Syracuse,9,IT,1633023976,69,37.0881,15.2792,78.39,3.98
Kem',96,RU,1633024058,71,64.9555,34.5793,47.61,5.03
Lüshunkou,73,CN,1633024058,85,38.8,121.2667,62.82,9.26
Morón,99,AR,1633024059,98,-34.6534,-58.6198,60.98,1.01
Morros,50,BR,1633024059,18,-9.4467,-46.3003,99.41,5.97
Tazovsky,100,RU,1633023886,98,67.4667,78.7,33.39,15.12
Faanui,10,PF,1633024060,70,-16.4833,-151.75,79.48,18.23
Les Cayes,38,HT,1633024060,64,18.2,-73.75,86.04,7.38
Newcastle,95,AU,1633024045,93,-32.9272,151.7765,63.55,5.75
Kachug,86,RU,1633024061,89,53.9606,105.8817,26.6,0.94
Grand-Santi,50,GF,1633024061,55,4.25,-54.3833,87.89,2.66
Adrar,0,MR,1633023927,7,20.5022,-10.0711,99.25,7.63
Chulym,100,RU,1633024062,94,55.0997,80.9572,38.79,3.8
Richards Bay,92,ZA,1633024062,76,-28.783,32.0377,67.59,9.62
Ostrovskoye,54,RU,1633024062,95,57.8057,42.2433,43.77,5.5
Nouadhibou,0,MR,1633023886,65,20.931,-17.0347,78.78,16.11
Mapiripán,100,CO,1633024063,61,2.8892,-72.1256,86.67,3.51
Mpika,30,ZM,1633024063,32,-11.8343,31.4529,74.52,10.76
Naumburg,60,DE,1633024064,56,51.15,11.8167,54.68,6.93
Dubrovnik,0,HR,1633024064,60,42.6481,18.0922,71.24,18.41
Brae,100,GB,1633024065,95,60.3964,-1.353,53.51,19.24
Miles City,1,US,1633024065,35,46.4083,-105.8406,58.17,3.44
Kilemary,100,RU,1633024065,94,56.7783,46.8659,45.72,7.02
Verkhnevilyuysk,24,RU,1633024066,86,63.4453,120.3167,25.79,3.85
Muddebihāl,96,IN,1633024066,78,16.3333,76.1333,77.2,12.66
Santiago del Estero,2,AR,1633023991,32,-27.7951,-64.2615,88.81,0.81
Pyapon,7,MM,1633024067,93,16.2833,95.6833,78.4,6.58
Bétaré Oya,98,CM,1633024067,91,5.6,14.0833,71.01,2.55
Kutum,2,SD,1633024067,19,14.2,24.6667,83.59,13.89
Mil'kovo,100,RU,1633024068,91,54.7167,158.6167,41.22,3.76
Capitán Bado,7,PY,1633024068,18,-23.2667,-55.5333,101.7,11.68
Broken Hill,90,AU,1633024048,87,-31.95,141.4333,53.31,18.41
La Ronge,20,CA,1633024069,44,55.1001,-105.2842,61.05,12.66
Nome,1,US,1633024069,60,64.5011,-165.4064,30.27,11.5
Tondano,81,ID,1633024069,86,1.3038,124.9112,68.09,1.03
Al Bardīyah,0,LY,1633024070,61,31.7561,25.0865,75.11,17.49
Waitati,9,NZ,1633024070,74,-45.75,170.5667,46.8,5.28
Rio Rancho,90,US,1633024071,78,35.2334,-106.6645,59.07,8.05
Perth,0,AU,1633023902,91,-31.9333,115.8333,60.98,8.05
Chengde,1,CN,1633024071,69,40.9725,117.9361,51.76,3.94
Valley Station,75,US,1633024072,71,38.1112,-85.8702,82.76,1.01
Muros,50,ES,1633024072,61,42.7762,-9.0603,68.85,9.91
Gisborne,24,NZ,1633024072,89,-38.6533,178.0042,41.95,4.41
Puebla,59,MX,1633024073,55,18.8333,-98.0,72.95,5.23
Aylmer,0,CA,1633024073,49,42.7668,-80.983,68.5,7.47
Kieta,99,PG,1633024073,82,-6.2167,155.6333,79.05,1.95
Yalkhoy-Mokhk,100,RU,1633024074,94,43.1053,46.1904,45.43,1.3
Shiyan,0,CN,1633024074,85,32.6475,110.7781,69.26,3.91
Ikwiriri,35,TZ,1633024075,82,-7.9562,38.9716,74.75,6.33
Sittwe,34,MM,1633024075,83,20.15,92.9,81.27,8.5
Vao,60,NC,1633024075,81,-22.6667,167.4833,70.66,21.94
Touros,19,BR,1633023886,66,-5.1989,-35.4608,86.9,15.68
Eisenerz,98,AT,1633024076,81,47.5333,14.8833,53.2,1.99
Moussoro,11,TD,1633024076,13,13.6408,16.4901,95.63,10.38
Corrales,90,US,1633024015,77,35.2378,-106.6067,63.72,8.05
Vanavara,14,RU,1633024077,90,60.34,102.2797,28.22,3.36
Melchor de Mencos,20,GT,1633024077,66,17.0686,-89.1522,87.8,4.61
Seymchan,100,RU,1633024078,60,62.8833,152.4333,27.43,2.86
Ipu,76,BR,1633024078,35,-4.3222,-40.7108,92.41,5.26
Scottsbluff,90,US,1633024079,54,41.8666,-103.6672,56.79,8.01
Barra de Tecoanapa,30,MX,1633024079,68,16.5167,-98.75,85.39,6.78
Aden,16,YE,1633024007,64,12.7794,45.0367,88.3,8.14
Pangnirtung,90,CA,1633024079,100,66.1451,-65.7125,30.2,9.22
Poum,42,NC,1633024080,80,-20.2333,164.0167,72.7,11.88
Hohhot,0,CN,1633024080,46,40.8106,111.6522,48.49,6.71
Le Port,25,RE,1633024081,77,-20.9373,55.2919,75.2,4.14
Uray,100,RU,1633024081,96,60.1247,64.7758,40.64,12.01
Valdivia,96,CL,1633024079,97,-39.8142,-73.2459,51.89,8.79
Vila Franca do Campo,68,PT,1633024082,80,37.7167,-25.4333,73.81,2.57
Birao,53,CF,1633024082,55,10.2849,22.7882,78.42,3.85
Havøysund,13,NO,1633023856,80,70.9963,24.6622,44.83,10.49
Padang,100,ID,1633024083,79,-0.9492,100.3543,75.25,1.48
Gongzhuling,2,CN,1633024083,76,43.5008,124.8198,47.1,1.7
Zaysan,100,KZ,1633024084,74,47.4667,84.8667,54.54,6.44
Brønnøysund,0,NO,1633024084,62,65.4625,12.1997,55.51,12.66
Kenai,1,US,1633024085,86,60.5544,-151.2583,21.29,4.61
Raudeberg,75,NO,1633024085,84,61.9875,5.1352,60.58,5.3
Merauke,95,ID,1633024086,89,-8.4667,140.3333,77.05,9.86
Tateyama,75,JP,1633024086,88,34.9833,139.8667,70.02,12.66
Huesca,0,ES,1633024087,47,42.1362,-0.4087,70.95,1.01
Fallon,1,US,1633024087,24,39.4735,-118.7774,64.92,0.0
Vanimo,100,PG,1633024088,89,-2.6741,141.3028,77.2,1.5
Boyolangu,49,ID,1633024088,93,-8.1181,111.8935,74.37,5.26
Steamboat Springs,1,US,1633024009,73,40.485,-106.8317,58.33,5.75
Gannan,47,CN,1633024089,66,47.9147,123.5031,38.39,7.65
Rocha,85,UY,1633024089,72,-34.4833,-54.3333,65.62,15.23
Oranjemund,17,NA,1633024090,92,-28.55,16.4333,57.76,4.25
Konëvo,83,RU,1633024090,91,62.1215,39.3192,46.27,3.53
Gonaïves,5,HT,1633024090,57,19.45,-72.6833,88.36,7.78
Bay Roberts,100,CA,1633024091,95,47.5999,-53.2648,64.65,1.99
Roald,0,NO,1633024091,67,62.5833,6.1333,61.72,3.44
Moyo,53,UG,1633024092,86,3.6609,31.7247,69.51,4.74
Zagora,1,MA,1633024092,8,30.3484,-5.8365,92.08,6.31
Jatai,53,BR,1633024092,26,-17.8814,-51.7144,92.61,2.98
Iquique,4,CL,1633024093,67,-20.2208,-70.1431,66.24,4.18
Kavaratti,43,IN,1633024093,80,10.5669,72.642,81.61,13.73
Gubkinskiy,100,RU,1633024093,89,64.434,76.5026,33.13,15.82
Coyhaique,75,CL,1633024094,61,-45.5752,-72.0662,50.61,5.75
Ust'-Barguzin,88,RU,1633024094,80,53.45,108.9833,33.46,3.06
Porto-Novo,99,BJ,1633024095,85,6.4965,2.6036,82.22,4.72
Gorontalo,57,ID,1633024095,95,0.5412,123.0595,74.97,2.53
Cabedelo,24,BR,1633024096,71,-6.9811,-34.8339,84.87,12.48
Pindushi,64,RU,1633024096,88,62.9152,34.58,44.04,2.13
Foieni,100,RO,1633024096,92,47.7,22.3833,55.35,5.53
Portland,90,US,1633023635,75,45.5234,-122.6762,64.62,1.99
Katsuura,100,JP,1633024097,88,35.1333,140.3,70.11,17.27
Sārangpur,76,IN,1633024097,84,23.5667,76.4667,77.63,2.39
San Patricio,25,US,1633024098,57,28.017,-97.5169,91.49,10.09
Rassvet,4,RU,1633024098,64,46.8333,40.75,47.37,6.71
Ontario,1,US,1633023839,19,34.0633,-117.6509,88.11,3.0
Ozernovskiy,100,RU,1633024099,82,51.5,156.5167,47.55,12.26
Kalabo,65,ZM,1633024099,20,-14.97,22.6814,85.75,1.92
Worland,1,US,1633024100,50,44.0169,-107.9554,59.56,1.99
Almeirim,35,BR,1633024100,44,-1.5233,-52.5817,92.79,3.09
Beatrice,90,US,1633024101,82,40.2681,-96.747,74.86,8.05
Honiara,75,SB,1633024101,83,-9.4333,159.95,77.52,5.59
Sturgeon Falls,99,CA,1633024101,56,46.3646,-79.9326,57.09,7.83
Vostok,11,RU,1633023868,90,46.4856,135.8833,38.88,2.86
Merritt Island,20,US,1633024102,60,28.5392,-80.672,90.1,9.22
Mujiayingzi,2,CN,1633024102,62,42.1167,118.7833,49.3,2.55
Ballina,40,AU,1633023830,88,-28.8667,153.5667,64.36,10.36
Bubaque,23,GW,1633023886,75,11.2833,-15.8333,82.89,10.71
Foumban,35,CM,1633024103,91,5.7291,10.9001,65.75,2.26
